,Property name,Order ID,Order time,Source,Dispatch type,Channel,Sales channel name,Sales channel type,Payment method,Is preorder,Refund status,Gross sales,Tax on gross sales,Tips,Delivery charges,Service charges,DRS charges,Packaging charges,Additional charges,Charges,Revenue,Refunds,Revenue after refunds,Discounts
36,20 - Chocoberry - Cafe Cardiff,deliveroo.4339.urbanpiper.1085687753,2/22/2026 23:11,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,19.3,1.7,0,0,0,0,0,0,0,21,0,21,0
37,20 - Chocoberry - Cafe Cardiff,e328801b-2b63-4bb9-9ce1-39f09ae9fd2a,2/22/2026 23:11,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,16.25,0,0,0,0,0,0,0,0,16.25,0,16.25,0
38,20 - Chocoberry - Cafe Cardiff,ubereats.16FCD.urbanpiper.1085687550,2/22/2026 23:10,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,35.1,3,0,0,0,0,0,0,0,38.1,0,38.1,0
39,20 - Chocoberry - Cafe Cardiff,6fb1112c-463f-44e8-bc75-6db45f8005c3,2/22/2026 23:10,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,19,0,0,0,0,0,0,0,0,19,0,19,0
40,20 - Chocoberry - Cafe Cardiff,74b76e1a-9d5a-416f-9bae-d88a2c22ef0e,2/22/2026 23:09,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,6,0,0,0,0,0,0,0,0,6,0,6,0
41,20 - Chocoberry - Cafe Cardiff,53e83dfd-03e7-4c73-b3ed-bf71bcc559da,2/22/2026 23:08,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,30,0,0,0,0,0,0,0,0,30,0,30,0
42,20 - Chocoberry - Cafe Cardiff,ubereats.352A7.urbanpiper.1085687008,2/22/2026 23:07,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,12.4,1.7,0,0,0,0,0,0,0,14.1,0,14.1,0
43,20 - Chocoberry - Cafe Cardiff,ubereats.68C0F.urbanpiper.1085686939,2/22/2026 23:06,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,10.2,0,0,0,0,0,0,0,0,10.2,0,10.2,0
44,20 - Chocoberry - Cafe Cardiff,4cfc6399-dc4e-4212-ac84-547921d9923c,2/22/2026 23:02,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,16.58,1.42,0,0,0,0,0,0,0,18,0,18,0
45,20 - Chocoberry - Cafe Cardiff,ubereats.69000.urbanpiper.1085686273,2/22/2026 23:02,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,20.7,0,0,0,0,0,0,0,0,20.7,0,20.7,0
46,20 - Chocoberry - Cafe Cardiff,d0c7cb25-fcdf-4258-ae2c-435f1a117407,2/22/2026 23:01,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,13.18,0,0,0,0,0,0,0,0,13.18,0,13.18,-2.32
47,20 - Chocoberry - Cafe Cardiff,70f6aa56-9542-4f13-b0fe-73e45ffa2ee6,2/22/2026 22:55,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,10.5,0.5,0,0,0,0,0,0,0,11,0,11,0
48,20 - Chocoberry - Cafe Cardiff,f1e86443-5fa0-4190-9451-4c4001b0afd1,2/22/2026 22:53,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,27,0,0,0,0,0,0,0,0,27,0,27,0
49,20 - Chocoberry - Cafe Cardiff,deliveroo.5200.urbanpiper.1085684696,2/22/2026 22:53,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,40.4,1,0,0,0,0,0,0,0,41.4,0,41.4,0
50,20 - Chocoberry - Cafe Cardiff,ubereats.08B85.urbanpiper.1085684323,2/22/2026 22:51,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,18,0,0,0,0,0,0,0,0,18,0,18,0
51,20 - Chocoberry - Cafe Cardiff,5e1d8c58-9a31-46c0-84cb-50a2115775d3,2/22/2026 22:50,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,12,0,0,0,0,0,0,0,0,12,0,12,0
52,20 - Chocoberry - Cafe Cardiff,ubereats.D653D.urbanpiper.1085684102,2/22/2026 22:49,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,18,0,0,0,0,0,0,0,0,18,0,18,0
53,20 - Chocoberry - Cafe Cardiff,eea12e11-feba-4fdd-855e-325e431d87e3,2/22/2026 22:49,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,12.08,1.42,0,0,0,0,0,0,0,13.5,0,13.5,0
54,20 - Chocoberry - Cafe Cardiff,468205f8-28da-464e-90c7-bda4908e52e3,2/22/2026 22:48,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,8.75,0,0,0,0,0,0,0,0,8.75,0,8.75,0
55,20 - Chocoberry - Cafe Cardiff,ff53be6d-64c8-4ed9-84e3-201b975228e6,2/22/2026 22:47,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,13.08,1.42,0,0,0,0,0,0,0,14.5,0,14.5,0
56,20 - Chocoberry - Cafe Cardiff,8ce5ad0f-579d-4b47-b934-d9bf0c3306e1,2/22/2026 22:47,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,7.5,0,0,0,0,0,0,0,0,7.5,0,7.5,0
57,20 - Chocoberry - Cafe Cardiff,deliveroo.1744.urbanpiper.1085683140,2/22/2026 22:44,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,13.8,0,0,0,0,0,0,0,0,13.8,0,13.8,0
58,20 - Chocoberry - Cafe Cardiff,a7ba4669-3549-4f68-9f39-41aaffb1d53c,2/22/2026 22:42,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,6,0,0,0,0,0,0,0,0,6,0,6,0
59,20 - Chocoberry - Cafe Cardiff,7d8177d2-2173-4bf9-a0fe-63da0820ddd0,2/22/2026 22:37,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,4.68,0,0,0,0,0,0,0,0,4.68,0,4.68,-0.82
60,20 - Chocoberry - Cafe Cardiff,deliveroo.5914.urbanpiper.1085681624,2/22/2026 22:36,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,29.7,0,0,0,0,0,0,0,0,29.7,0,29.7,0
61,20 - Chocoberry - Cafe Cardiff,ubereats.B686C.urbanpiper.1085681442,2/22/2026 22:35,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,12,0,0,0,0,0,0,0,0,12,0,12,0
62,20 - Chocoberry - Cafe Cardiff,c4c74235-2cc8-4550-b1c5-abf38dbd790d,2/22/2026 22:34,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,25,0.5,0,0,0,0,0,0,0,25.5,0,25.5,0
63,20 - Chocoberry - Cafe Cardiff,deliveroo.3551.urbanpiper.1085681131,2/22/2026 22:34,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,9.6,0,0,0,0,0,0,0,0,9.6,0,9.6,0
64,20 - Chocoberry - Cafe Cardiff,1c352933-4876-470b-b62c-48dd6c40043f,2/22/2026 22:28,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,28.5,0,0,0,0,0,0,0,0,28.5,0,28.5,0
65,20 - Chocoberry - Cafe Cardiff,9056880d-3741-4674-80b9-45de45fbaa5e,2/22/2026 22:27,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,14.62,0,0,0,0,0,0,0,0,14.62,0,14.62,0
66,20 - Chocoberry - Cafe Cardiff,618e162e-9578-40ea-b3ac-1f8327ff5a0b,2/22/2026 22:25,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,20,0,0,0,0,0,0,0,0,20,0,20,0
67,20 - Chocoberry - Cafe Cardiff,ubereats.9A972.urbanpiper.1085679433,2/22/2026 22:25,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,13,2.6,0,0,0,0,0,0,0,15.6,0,15.6,0
68,20 - Chocoberry - Cafe Cardiff,18c098d0-fc00-4f58-811d-b8483d01fc81,2/22/2026 22:21,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8,0,0,0,0,0,0,0,0,8,0,8,0
69,20 - Chocoberry - Cafe Cardiff,db482145-6759-4f5c-acb8-76be22d5d1e4,2/22/2026 22:20,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,15.5,0,0,0,0,0,0,0,0,15.5,0,15.5,0
70,20 - Chocoberry - Cafe Cardiff,2d25d3b6-4c78-41fe-92a8-2d393560b8b9,2/22/2026 22:19,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,27,1,0,0,0,0,0,0,0,28,0,28,0
71,20 - Chocoberry - Cafe Cardiff,daf7d7b1-fd54-424d-ac81-f65fa89e43cf,2/22/2026 22:18,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,14.75,0,0,0,0,0,0,0,0,14.75,0,14.75,0
72,20 - Chocoberry - Cafe Cardiff,43c6494c-dc24-47f9-a7b3-09c614067d2d,2/22/2026 22:17,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,9.58,0.17,0,0,0,0,0,0,0,9.75,0,9.75,0
73,20 - Chocoberry - Cafe Cardiff,07b08322-f51e-4083-a5df-92f296e4d97a,2/22/2026 22:14,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,6,0,0,0,0,0,0,0,0,6,0,6,0
74,20 - Chocoberry - Cafe Cardiff,deliveroo.8294.urbanpiper.1085675753,2/22/2026 22:08,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,21.3,0,0,0,0,0,0,0,0,21.3,0,21.3,0
75,20 - Chocoberry - Cafe Cardiff,9d9c875a-4034-4bc7-8e31-25b79c6166f0,2/22/2026 22:05,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,15.5,0,0,0,0,0,0,0,0,15.5,0,15.5,0
76,20 - Chocoberry - Cafe Cardiff,06221c50-2785-412c-82ba-27ccefa610ae,2/22/2026 22:03,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.5,0,0,0,0,0,0,0,0,8.5,0,8.5,0
77,20 - Chocoberry - Cafe Cardiff,663e4fe9-2172-482b-b0c9-5b43602d9d1c,2/22/2026 22:03,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,16.5,0,0,0,0,0,0,0,0,16.5,0,16.5,0
78,20 - Chocoberry - Cafe Cardiff,ubereats.84423.urbanpiper.1085673824,2/22/2026 21:59,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,29.6,0.4,0,0,0,0,0,0,0,30,0,30,0
79,20 - Chocoberry - Cafe Cardiff,ubereats.DB81F.urbanpiper.1085673784,2/22/2026 21:58,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,17.2,1.4,0,0,0,0,0,0,0,18.6,0,18.6,0
80,20 - Chocoberry - Cafe Cardiff,ubereats.1F284.urbanpiper.1085673015,2/22/2026 21:55,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,15.84,0.3,0,0,0,0,0,0,0,16.14,0,16.14,0
81,20 - Chocoberry - Cafe Cardiff,ubereats.70A5D.urbanpiper.1085672764,2/22/2026 21:54,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,13.01,0,0,0,0,0,0,0,0,13.01,0,13.01,-3.79
82,20 - Chocoberry - Cafe Cardiff,02afabd9-05e1-4905-90c3-7c4dc134d817,2/22/2026 21:49,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,6.5,0,0,0,0,0,0,0,0,6.5,0,6.5,0
83,20 - Chocoberry - Cafe Cardiff,eb2bb5d5-6df9-493d-bbfa-4ac66d2edf4a,2/22/2026 21:47,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,6,0,0,0,0,0,0,0,0,6,0,6,0
84,20 - Chocoberry - Cafe Cardiff,29e1ed95-6f3e-442c-9483-c038eb216789,2/22/2026 21:46,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,6,0,0,0,0,0,0,0,0,6,0,6,0
85,20 - Chocoberry - Cafe Cardiff,994aaa4e-86e8-48b6-afd1-d9bd2cc2d1a9,2/22/2026 21:45,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,8.58,1.42,0,0,0,0,0,0,0,10,0,10,0
86,20 - Chocoberry - Cafe Cardiff,a5bc1bb1-b552-4bf5-83b7-8b45990cb77e,2/22/2026 21:44,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.75,0,0,0,0,0,0,0,0,8.75,0,8.75,0
87,20 - Chocoberry - Cafe Cardiff,81d1a1f3-20ca-4180-8840-e3f0b651d8a6,2/22/2026 21:43,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,2,0,0,0,0,0,0,0,0,2,0,2,0
88,20 - Chocoberry - Cafe Cardiff,6024a3bd-6d97-46b7-b0a3-c9e8d3b04232,2/22/2026 21:43,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,12,0,0,0,0,0,0,0,0,12,0,12,0
89,20 - Chocoberry - Cafe Cardiff,deliveroo.5877.urbanpiper.1085669825,2/22/2026 21:41,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,18.2,0,0,0,0,0,0,0,0,18.2,0,18.2,0
90,20 - Chocoberry - Cafe Cardiff,023d5039-cecd-4929-a451-bc27a2421736,2/22/2026 21:41,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,7.5,0,0,0,0,0,0,0,0,7.5,0,7.5,0
91,20 - Chocoberry - Cafe Cardiff,a46b2df8-0f9f-48e1-b9fc-e1a3d95e789e,2/22/2026 21:41,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,7.5,0,0,0,0,0,0,0,0,7.5,0,7.5,0
92,20 - Chocoberry - Cafe Cardiff,2ceedafd-262d-429b-80c5-5131dfde5e67,2/22/2026 21:41,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,5.5,0,0,0,0,0,0,0,0,5.5,0,5.5,0
93,20 - Chocoberry - Cafe Cardiff,e8fa8267-4c21-45a0-ac7d-800702c262d2,2/22/2026 21:40,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,7.5,0,0,0,0,0,0,0,0,7.5,0,7.5,0
94,20 - Chocoberry - Cafe Cardiff,02e78b0c-bbc7-4c6a-b100-65eeae01b9db,2/22/2026 21:39,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,8,0,0,0,0,0,0,0,0,8,0,8,0
95,20 - Chocoberry - Cafe Cardiff,58efad84-eac6-4d57-8ad8-2a481dba4407,2/22/2026 21:38,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,5.5,0,0,0,0,0,0,0,0,5.5,0,5.5,0
96,20 - Chocoberry - Cafe Cardiff,15984fec-5ea7-42a7-aac5-6dc462eb08dc,2/22/2026 21:38,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,11.08,1.42,0,0,0,0,0,0,0,12.5,0,12.5,0
97,20 - Chocoberry - Cafe Cardiff,ubereats.EB412.urbanpiper.1085668249,2/22/2026 21:35,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,10.5,0,0,0,0,0,0,0,0,10.5,0,10.5,0
98,20 - Chocoberry - Cafe Cardiff,10e95670-007e-4819-87a2-18924a810cef,2/22/2026 21:34,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,17.45,0.8,0,0,0,0,0,0,0,18.25,0,18.25,0
99,20 - Chocoberry - Cafe Cardiff,a0d327a2-703d-4e72-95ee-8947a0cd1543,2/22/2026 21:33,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,13.5,0,0,0,0,0,0,0,0,13.5,0,13.5,0
100,20 - Chocoberry - Cafe Cardiff,3b104b53-fc3a-47d7-ac25-8f879fa1dd87,2/22/2026 21:32,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,21.08,1.42,0,0,0,0,0,0,0,22.5,0,22.5,0
101,20 - Chocoberry - Cafe Cardiff,c0eb8868-e902-4bf6-906d-b935b883040c,2/22/2026 21:29,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,5.5,0,0,0,0,0,0,0,0,5.5,0,5.5,0
102,20 - Chocoberry - Cafe Cardiff,7d3ec3ce-8310-4f73-8f96-26294d447054,2/22/2026 21:29,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,11.5,0,0,0,0,0,0,0,0,11.5,0,11.5,0
103,20 - Chocoberry - Cafe Cardiff,affb3feb-72fe-4057-a672-e057511b512b,2/22/2026 21:28,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,13.42,1.08,0,0,0,0,0,0,0,14.5,0,14.5,0
104,20 - Chocoberry - Cafe Cardiff,c68b1e63-6749-457f-bcce-639e4453e9ed,2/22/2026 21:27,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,19.8,0,0,0,0,0,0,0,0,19.8,0,19.8,0
105,20 - Chocoberry - Cafe Cardiff,4f15382d-e2cb-4ead-9286-abcb176188c6,2/22/2026 21:20,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,19.5,0,0,0,0,0,0,0,0,19.5,0,19.5,0
