Unnamed: 0,Property name,Order ID,Order time,Source,Dispatch type,Channel,Sales channel name,Sales channel type,Payment method,Is preorder,Refund status,Gross sales,Tax on gross sales,Tips,Delivery charges,Service charges,DRS charges,Packaging charges,Additional charges,Charges,Revenue,Refunds,Revenue after refunds,Discounts
4970.0,20 - Chocoberry - Cafe Cardiff,20d459af-4f12-4da4-99ca-a2801b01858d,2026-01-04 22:17:56,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,9.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.50,0.0,9.50,0.00
4969.0,20 - Chocoberry - Cafe Cardiff,ubereats.F480D.urbanpiper.1045581834,2026-01-04 22:21:45,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,33.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.00,0.0,33.00,-3.00
4968.0,20 - Chocoberry - Cafe Cardiff,87c9ac96-e1b9-47fe-a4c5-ffb84b3bf55f,2026-01-04 22:22:08,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,8.33,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00,0.0,10.00,0.00
4967.0,20 - Chocoberry - Cafe Cardiff,677adf3b-15d5-44cd-8cb9-40345f1c20e7,2026-01-04 22:22:49,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,11.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.00,0.0,11.00,0.00
4966.0,20 - Chocoberry - Cafe Cardiff,ubereats.F5248.urbanpiper.1045582014,2026-01-04 22:23:05,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,16.40,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.40,0.0,16.40,0.00
4965.0,20 - Chocoberry - Cafe Cardiff,deliveroo.6360.urbanpiper.1045582339,2026-01-04 22:25:21,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,10.60,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.60,0.0,10.60,0.00
4964.0,20 - Chocoberry - Cafe Cardiff,8070172a-fb6f-4b0f-b04f-aa0aa81fa651,2026-01-04 22:27:37,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,9.50,0.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00,0.0,10.00,0.00
4963.0,20 - Chocoberry - Cafe Cardiff,252d22f1-c1ca-44b4-90a1-fb34ebd2c7f1,2026-01-04 22:28:56,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.50,0.0,8.50,0.00
4962.0,20 - Chocoberry - Cafe Cardiff,5c09f6ea-1926-4816-8a8b-ddf52c0ccf6e,2026-01-04 22:31:13,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00,0.0,8.00,0.00
4961.0,20 - Chocoberry - Cafe Cardiff,a91c5d40-ea9c-4ac6-9dda-37415fe68cde,2026-01-04 22:32:50,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.00,0.0,8.00,0.00
4960.0,20 - Chocoberry - Cafe Cardiff,ubereats.CF1EC.urbanpiper.1045583485,2026-01-04 22:33:04,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,32.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.00,0.0,32.00,0.00
4959.0,20 - Chocoberry - Cafe Cardiff,9687780f-f314-46c1-a1d1-bc0be68517de,2026-01-04 22:37:21,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,11.75,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,0.0,11.75,0.00
4958.0,20 - Chocoberry - Cafe Cardiff,a05e30c8-e521-4c4b-ae9e-456a774022cc,2026-01-04 22:37:48,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,7.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00,0.0,7.00,0.00
4957.0,20 - Chocoberry - Cafe Cardiff,42637bb6-2db4-4afe-a974-c24bdfb687f8,2026-01-04 22:43:48,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,6.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00,0.0,6.00,0.00
4956.0,20 - Chocoberry - Cafe Cardiff,b1dd46d9-3093-41eb-88d9-ceba463f420f,2026-01-04 22:44:16,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,6.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00,0.0,6.00,0.00
4955.0,20 - Chocoberry - Cafe Cardiff,ubereats.4B9DB.urbanpiper.1045585080,2026-01-04 22:44:26,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,29.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.00,0.0,29.00,0.00
4954.0,20 - Chocoberry - Cafe Cardiff,0751ad9c-d770-451a-a551-5aad8b92c5e4,2026-01-04 22:58:39,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,36.16,2.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.00,0.0,39.00,0.00
4953.0,20 - Chocoberry - Cafe Cardiff,ubereats.2979B.urbanpiper.1045587620,2026-01-04 23:05:29,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,10.60,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.60,0.0,10.60,0.00
4952.0,20 - Chocoberry - Cafe Cardiff,866ae15b-fad6-41d1-b8a3-c6c5d0447571,2026-01-04 23:16:52,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,13.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.50,0.0,13.50,0.00
4951.0,20 - Chocoberry - Cafe Cardiff,deliveroo.7515.urbanpiper.1045589510,2026-01-04 23:21:44,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,15.36,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.36,0.0,15.36,-3.84
4950.0,20 - Chocoberry - Cafe Cardiff,0f2e6520-71d3-4c11-8982-4b68bb088fe3,2026-01-04 23:27:56,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,26.99,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.75,0.0,28.75,0.00
4949.0,20 - Chocoberry - Cafe Cardiff,8a61132c-c0fc-493b-9ef1-25a811665a56,2026-01-04 23:28:25,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,10.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00,0.0,10.00,0.00
4948.0,20 - Chocoberry - Cafe Cardiff,bdf9fa8c-b126-46c8-bbca-bd23f10b53d9,2026-01-04 23:29:03,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,10.25,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,0.0,10.25,0.00
4947.0,20 - Chocoberry - Cafe Cardiff,deliveroo.1548.urbanpiper.1045590345,2026-01-04 23:29:22,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,20.40,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.40,0.0,20.40,0.00
4946.0,20 - Chocoberry - Cafe Cardiff,b65b2bc1-0ee0-49ed-9e60-e82f7aa7fa77,2026-01-04 23:29:31,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,7.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.50,0.0,7.50,0.00
4945.0,20 - Chocoberry - Cafe Cardiff,ff075cc5-b670-4821-b448-fc2b211aa994,2026-01-04 23:33:53,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,6.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.50,0.0,6.50,0.00
4944.0,20 - Chocoberry - Cafe Cardiff,3c437a56-75af-4cc5-a28e-314fc7b5b83e,2026-01-04 23:34:46,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.58,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00,0.0,10.00,0.00
4943.0,20 - Chocoberry - Cafe Cardiff,deliveroo.7261.urbanpiper.1045591293,2026-01-04 23:39:02,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,22.60,0.80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.40,0.0,23.40,0.00
4942.0,20 - Chocoberry - Cafe Cardiff,7593b233-f299-4624-bcf0-fda3b6745525,2026-01-04 23:39:34,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,18.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.50,0.0,18.50,0.00
4941.0,20 - Chocoberry - Cafe Cardiff,deliveroo.8911.urbanpiper.1045591479,2026-01-04 23:41:04,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,30.53,1.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.20,0.0,32.20,0.00
4940.0,20 - Chocoberry - Cafe Cardiff,ubereats.10680.urbanpiper.1045591734,2026-01-04 23:44:02,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,16.20,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.20,0.0,16.20,-3.00
4939.0,20 - Chocoberry - Cafe Cardiff,deliveroo.2565.urbanpiper.1045592281,2026-01-04 23:49:25,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,50.88,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.88,0.0,50.88,-12.72
4938.0,20 - Chocoberry - Cafe Cardiff,efca9ac6-83e3-4766-b614-158f2c987716,2026-01-05 00:09:04,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,20.00,4.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.00,0.0,24.00,0.00
4937.0,20 - Chocoberry - Cafe Cardiff,ubereats.ACEB6.urbanpiper.1045594330,2026-01-05 00:11:11,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,17.38,1.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.21,0.0,19.21,-1.79
4936.0,20 - Chocoberry - Cafe Cardiff,deliveroo.5020.urbanpiper.1045594683,2026-01-05 00:15:22,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,18.40,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.40,0.0,18.40,-4.60
4935.0,20 - Chocoberry - Cafe Cardiff,ubereats.18E3B.urbanpiper.1045595048,2026-01-05 00:19:53,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,15.51,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.51,0.0,15.51,-3.29
4934.0,20 - Chocoberry - Cafe Cardiff,86b6ad3d-43c0-4cf7-a137-6b833616bc32,2026-01-05 00:26:47,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,0.83,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.00,0.0,1.00,0.00
4933.0,20 - Chocoberry - Cafe Cardiff,deliveroo.0504.urbanpiper.1045595921,2026-01-05 00:30:32,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,15.50,1.70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.20,0.0,17.20,0.00
4932.0,20 - Chocoberry - Cafe Cardiff,4f8bd5e8-5405-4a8f-b5ed-072718c53355,2026-01-05 00:36:11,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,35.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.00,0.0,35.00,0.00
4931.0,20 - Chocoberry - Cafe Cardiff,ca0c9084-da37-4b42-983f-c7a2baf5a467,2026-01-05 00:43:24,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,20.50,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.50,0.0,20.50,0.00
4930.0,20 - Chocoberry - Cafe Cardiff,deliveroo.9118.urbanpiper.1045597268,2026-01-05 00:46:00,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,9.60,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.60,0.0,9.60,0.00
4929.0,20 - Chocoberry - Cafe Cardiff,660c8e3d-094a-486f-a1b9-ac104450f168,2026-01-05 00:46:52,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,3.12,0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.75,0.0,3.75,0.00
4928.0,20 - Chocoberry - Cafe Cardiff,ubereats.32FA6.urbanpiper.1045597375,2026-01-05 00:47:20,Uber Eats,Collection,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,16.08,1.70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.78,0.0,17.78,0.00
4927.0,20 - Chocoberry - Cafe Cardiff,5790caee-a89b-4e96-8093-118b61745b1a,2026-01-05 01:02:31,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,7.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00,0.0,7.00,0.00
4926.0,20 - Chocoberry - Cafe Cardiff,9d1d4c3f-b52b-487e-806e-d58dce51edf9,2026-01-05 11:59:41,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,10.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00,0.0,10.00,0.00
4925.0,20 - Chocoberry - Cafe Cardiff,81319766-a617-465c-9488-4c4077e1c6da,2026-01-05 12:19:19,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,21.83,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.00,0.0,25.00,0.00
4924.0,20 - Chocoberry - Cafe Cardiff,0fc2279f-2807-4a44-919f-fa467efda41f,2026-01-05 12:27:33,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,7.50,1.50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.00,0.0,9.00,0.00
4923.0,20 - Chocoberry - Cafe Cardiff,6dd57348-0334-4fdf-9624-e74098ab531b,2026-01-05 13:05:09,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,5.42,1.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.50,0.0,6.50,0.00
4922.0,20 - Chocoberry - Cafe Cardiff,f2f0f577-6a66-45c8-8afc-c9c64eaf32be,2026-01-05 13:17:56,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,15.83,3.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.00,0.0,19.00,0.00
4921.0,20 - Chocoberry - Cafe Cardiff,7f5bd3c8-75d1-4b53-bc84-2930d71ce462,2026-01-05 13:20:27,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,20.83,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.00,0.0,25.00,0.00
4920.0,20 - Chocoberry - Cafe Cardiff,0de38fd1-d2ec-4b69-9fd1-bbd646c0bd32,2026-01-05 13:26:07,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,14.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.00,0.0,14.00,0.00
4919.0,20 - Chocoberry - Cafe Cardiff,24d69f66-0830-455e-8adb-7ee2fa0d7281,2026-01-05 13:32:07,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,10.25,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.25,0.0,10.25,0.00
4918.0,20 - Chocoberry - Cafe Cardiff,600bb13b-86ce-4066-a246-2e7b0d94c787,2026-01-05 13:32:57,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,10.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.00,0.0,10.00,0.00
4917.0,20 - Chocoberry - Cafe Cardiff,14dd946e-c3b0-4ae8-ac31-b513f8862326,2026-01-05 13:43:55,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,6.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.00,0.0,6.00,0.00
4916.0,20 - Chocoberry - Cafe Cardiff,5cc80101-dd05-40be-89ce-110a0c0389b0,2026-01-05 13:44:15,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,7.08,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.50,0.0,8.50,0.00
4915.0,20 - Chocoberry - Cafe Cardiff,292ca0a5-9be6-46b5-a289-6d1eee41b173,2026-01-05 13:44:37,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,7.00,0.00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.00,0.0,7.00,0.00
4914.0,20 - Chocoberry - Cafe Cardiff,deliveroo.1204.urbanpiper.1045956368,2026-01-05 13:58:35,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,12.00,2.40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.40,0.0,14.40,0.00
4913.0,20 - Chocoberry - Cafe Cardiff,513f6b81-597d-4065-99a3-a5904af5ed73,2026-01-05 14:04:02,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,15.08,1.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.50,0.0,16.50,0.00
