,Property name,Order ID,Order time,Source,Dispatch type,Channel,Sales channel name,Sales channel type,Payment method,Is preorder,Refund status,Gross sales,Tax on gross sales,Tips,Delivery charges,Service charges,DRS charges,Packaging charges,Additional charges,Charges,Revenue,Refunds,Revenue after refunds,Discounts
11,20 - Chocoberry - Cafe Cardiff,ubereats.08CF4.urbanpiper.1083871741,2/21/2026 0:37,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,12.81,0,0,0,0,0,0,0,0,12.81,0,12.81,-2.79
12,20 - Chocoberry - Cafe Cardiff,ubereats.2DC1B.urbanpiper.1083871281,2/21/2026 0:33,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,33.4,2,0,0,0,0,0,0,0,35.4,0,35.4,0
13,20 - Chocoberry - Cafe Cardiff,ubereats.08775.urbanpiper.1083869638,2/21/2026 0:21,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,33.4,1.7,0,0,0,0,0,0,0,35.1,0,35.1,0
14,20 - Chocoberry - Cafe Cardiff,ubereats.271C9.urbanpiper.1083868398,2/21/2026 0:12,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,36.6,0,0,0,0,0,0,0,0,36.6,0,36.6,0
15,20 - Chocoberry - Cafe Cardiff,ubereats.62F4F.urbanpiper.1083866676,2/21/2026 0:00,Uber Eats,Collection,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,34.59,6.8,0,0,0,0,0,0,0,41.39,0,41.39,0
16,20 - Chocoberry - Cafe Cardiff,ubereats.6695A.urbanpiper.1083864804,2/20/2026 23:49,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,13.2,0,0,0,0,0,0,0,0,13.2,0,13.2,0
17,20 - Chocoberry - Cafe Cardiff,deliveroo.8844.urbanpiper.1083864469,2/20/2026 23:47,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,16.8,2.4,0,0,0,0,0,0,0,19.2,0,19.2,0
18,20 - Chocoberry - Cafe Cardiff,ubereats.EB31B.urbanpiper.1083862919,2/20/2026 23:37,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,30.3,0,0,0,0,0,0,0,0,30.3,0,30.3,0
19,20 - Chocoberry - Cafe Cardiff,ubereats.CC849.urbanpiper.1083862772,2/20/2026 23:36,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,24,0,0,0,0,0,0,0,0,24,0,24,0
20,20 - Chocoberry - Cafe Cardiff,ubereats.ECD8C.urbanpiper.1083862320,2/20/2026 23:34,Uber Eats,Collection,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,17.55,0,0,0,0,0,0,0,0,17.55,0,17.55,0
21,20 - Chocoberry - Cafe Cardiff,ubereats.FC2EC.urbanpiper.1083862264,2/20/2026 23:33,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,18.6,0,0,0,0,0,0,0,0,18.6,0,18.6,0
22,20 - Chocoberry - Cafe Cardiff,ubereats.E6AC5.urbanpiper.1083862078,2/20/2026 23:32,Uber Eats,Collection,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,12.5,0,0,0,0,0,0,0,0,12.5,0,12.5,0
23,20 - Chocoberry - Cafe Cardiff,ubereats.14FDD.urbanpiper.1083861042,2/20/2026 23:26,Uber Eats,Collection,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,17.5,0,0,0,0,0,0,0,0,17.5,0,17.5,0
24,20 - Chocoberry - Cafe Cardiff,ubereats.49B54.urbanpiper.1083859265,2/20/2026 23:17,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,27.61,0,0,0,0,0,0,0,0,27.61,0,27.61,-1.79
25,20 - Chocoberry - Cafe Cardiff,17e30c5b-4265-4bd4-a76b-75cde0b78482,2/20/2026 23:12,In store,Collection,POS,Chocoberry Cardiff,POS,Cash,No,,44,3.5,0,0,0,0,0,0,0,47.5,0,47.5,0
26,20 - Chocoberry - Cafe Cardiff,deliveroo.6484.urbanpiper.1083857427,2/20/2026 23:08,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,22.2,2.4,0,0,0,0,0,0,0,24.6,0,24.6,0
27,20 - Chocoberry - Cafe Cardiff,b669e0cb-21be-4b4c-a845-1c22eec44981,2/20/2026 23:07,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,6.5,0,0,0,0,0,0,0,0,6.5,0,6.5,0
28,20 - Chocoberry - Cafe Cardiff,a7a1bbfe-53c7-4632-ad87-b2ce3838d0d4,2/20/2026 23:07,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,6,0,0,0,0,0,0,0,0,6,0,6,0
29,20 - Chocoberry - Cafe Cardiff,deliveroo.5051.urbanpiper.1083856610,2/20/2026 23:04,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,24,2.4,0,0,0,0,0,0,0,26.4,0,26.4,0
30,20 - Chocoberry - Cafe Cardiff,06052bdb-c1b1-47b5-9652-7fe2a5713007,2/20/2026 22:57,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,12,0,0,0,0,0,0,0,0,12,0,12,0
31,20 - Chocoberry - Cafe Cardiff,c24aef7f-ab53-41f6-ba25-c864e5990e38,2/20/2026 22:56,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,14.02,0,0,0,0,0,0,0,0,14.02,0,14.02,-2.48
32,20 - Chocoberry - Cafe Cardiff,45962d0f-e0b5-4de3-9800-4ccbe90dcf0f,2/20/2026 22:51,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,5.61,1.14,0,0,0,0,0,0,0,6.75,0,6.75,0
33,20 - Chocoberry - Cafe Cardiff,599f38e7-f235-4281-9264-f52c96c967bd,2/20/2026 22:49,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,6.5,0,0,0,0,0,0,0,0,6.5,0,6.5,0
34,20 - Chocoberry - Cafe Cardiff,f59a22a8-fc71-4138-93de-5d7a2ad2389b,2/20/2026 22:49,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,5.5,0,0,0,0,0,0,0,0,5.5,0,5.5,0
35,20 - Chocoberry - Cafe Cardiff,0bd67cad-02bc-4b40-ac91-1edc307f6c04,2/20/2026 22:48,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,9.58,0.17,0,0,0,0,0,0,0,9.75,0,9.75,0
36,20 - Chocoberry - Cafe Cardiff,4ab505f8-438a-4f62-ba47-bdc18ccad37e,2/20/2026 22:47,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,7.5,0,0,0,0,0,0,0,0,7.5,0,7.5,0
37,20 - Chocoberry - Cafe Cardiff,81452b99-dd40-49f0-92d3-ab97d5b34911,2/20/2026 22:46,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.83,0.17,0,0,0,0,0,0,0,9,0,9,0
38,20 - Chocoberry - Cafe Cardiff,646491e5-d63b-4e5a-8320-16904b6c7f63,2/20/2026 22:44,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,15,0,0,0,0,0,0,0,0,15,0,15,0
39,20 - Chocoberry - Cafe Cardiff,5ab57623-9892-47cf-9a7d-7e0ae82927e8,2/20/2026 22:41,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,9.5,0,0,0,0,0,0,0,0,9.5,0,9.5,0
40,20 - Chocoberry - Cafe Cardiff,5b01d180-7bad-4ac0-aae3-8195fa0e0a44,2/20/2026 22:40,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,21.33,1.67,0,0,0,0,0,0,0,23,0,23,0
41,20 - Chocoberry - Cafe Cardiff,73b8f114-c059-4812-b854-eea6d4bc6317,2/20/2026 22:38,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,15.25,0,0,0,0,0,0,0,0,15.25,0,15.25,0
42,20 - Chocoberry - Cafe Cardiff,5f58c912-5193-4905-9948-6653bf43ffb9,2/20/2026 22:37,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.5,0,0,0,0,0,0,0,0,8.5,0,8.5,0
43,20 - Chocoberry - Cafe Cardiff,c1a2158d-6092-4d25-84a5-a1ade0029e3d,2/20/2026 22:36,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,4,0,0,0,0,0,0,0,0,4,0,4,0
44,20 - Chocoberry - Cafe Cardiff,9a7c2918-5152-49d0-bb4f-3be4b8a4577c,2/20/2026 22:33,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,19.75,1,0,0,0,0,0,0,0,20.75,0,20.75,0
45,20 - Chocoberry - Cafe Cardiff,81864b02-56dc-4c06-ba31-9bae0ad99efd,2/20/2026 22:31,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,10,0.5,0,0,0,0,0,0,0,10.5,0,10.5,0
46,20 - Chocoberry - Cafe Cardiff,deliveroo.8981.urbanpiper.1083849539,2/20/2026 22:31,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,22.8,0,0,0,0,0,0,0,0,22.8,0,22.8,0
47,20 - Chocoberry - Cafe Cardiff,87f1d0fc-61b2-4e36-884b-6c3c1c0f1473,2/20/2026 22:26,In store,Collection,POS,Chocoberry Cardiff,POS,Mix,No,,21,0,0,0,0,0,0,0,0,21,0,21,0
48,20 - Chocoberry - Cafe Cardiff,62d4de12-5337-4879-ae86-83dcadc9b369,2/20/2026 22:24,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,26.5,0,0,0,0,0,0,0,0,26.5,0,26.5,0
49,20 - Chocoberry - Cafe Cardiff,ubereats.5D45E.urbanpiper.1083847505,2/20/2026 22:22,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,19.2,0,0,0,0,0,0,0,0,19.2,0,19.2,0
50,20 - Chocoberry - Cafe Cardiff,8774d364-a543-4a3a-969c-ef6a7bad6c61,2/20/2026 22:22,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,8,0,0,0,0,0,0,0,0,8,0,8,0
51,20 - Chocoberry - Cafe Cardiff,f10a2516-dfd4-4146-a70c-30eb147ec3e4,2/20/2026 22:17,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,6,0,0,0,0,0,0,0,0,6,0,6,0
52,20 - Chocoberry - Cafe Cardiff,b7cf3ea4-23bb-4b15-b3ef-fe0cfb8fa05e,2/20/2026 22:16,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,6,0,0,0,0,0,0,0,0,6,0,6,0
53,20 - Chocoberry - Cafe Cardiff,127109a4-54fd-45a3-bafd-c4c9f56fb464,2/20/2026 22:16,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,15.58,1.42,0,0,0,0,0,0,0,17,0,17,0
54,20 - Chocoberry - Cafe Cardiff,fe01c850-1160-4d3e-aabf-294771233752,2/20/2026 22:14,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,29.25,0.5,0,0,0,0,0,0,0,29.75,0,29.75,0
55,20 - Chocoberry - Cafe Cardiff,00937c1e-1286-4cdb-a084-e93f90d23287,2/20/2026 22:12,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,10,0,0,0,0,0,0,0,0,10,0,10,0
56,20 - Chocoberry - Cafe Cardiff,fe1dd5b5-c996-486e-8f40-a5bedc3765c5,2/20/2026 22:11,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,6.5,0,0,0,0,0,0,0,0,6.5,0,6.5,0
57,20 - Chocoberry - Cafe Cardiff,ad5a94b4-d833-4f25-9ef9-1b5208b6b79f,2/20/2026 22:10,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,6,0,0,0,0,0,0,0,0,6,0,6,0
58,20 - Chocoberry - Cafe Cardiff,5c48d24d-3145-4e6d-8286-a083ca8439a4,2/20/2026 22:08,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,14.83,0.17,0,0,0,0,0,0,0,15,0,15,0
59,20 - Chocoberry - Cafe Cardiff,d21f5660-aa62-4e43-b86e-a8f8f209960e,2/20/2026 22:05,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,21.08,1.42,0,0,0,0,0,0,0,22.5,0,22.5,0
60,20 - Chocoberry - Cafe Cardiff,ce9b9182-f946-4b98-8d4f-ecf09e544f93,2/20/2026 22:04,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,17.16,1.84,0,0,0,0,0,0,0,19,0,19,0
61,20 - Chocoberry - Cafe Cardiff,deliveroo.1669.urbanpiper.1083842987,2/20/2026 22:03,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,23.4,0,0,0,0,0,0,0,0,23.4,0,23.4,0
62,20 - Chocoberry - Cafe Cardiff,f3b75179-2665-445f-88b9-1389938baf83,2/20/2026 22:01,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.75,0,0,0,0,0,0,0,0,8.75,0,8.75,0
63,20 - Chocoberry - Cafe Cardiff,ea27a064-ffac-49ec-8669-110bbe7b6595,2/20/2026 22:00,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,5.5,1,0,0,0,0,0,0,0,6.5,0,6.5,0
64,20 - Chocoberry - Cafe Cardiff,274b57d5-3021-4f85-a27e-75854d295c69,2/20/2026 21:58,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,9.5,0,0,0,0,0,0,0,0,9.5,0,9.5,0
65,20 - Chocoberry - Cafe Cardiff,284aaf5c-7656-4976-8431-93bb00e673bc,2/20/2026 21:56,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,17.5,0,0,0,0,0,0,0,0,17.5,0,17.5,0
66,20 - Chocoberry - Cafe Cardiff,deliveroo.2346.urbanpiper.1083841025,2/20/2026 21:55,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,58.2,0,0,0,0,0,0,0,0,58.2,0,58.2,0
67,20 - Chocoberry - Cafe Cardiff,943a3cd8-86d1-40f3-a6f5-d1d84cb057de,2/20/2026 21:55,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,6,0,0,0,0,0,0,0,0,6,0,6,0
68,20 - Chocoberry - Cafe Cardiff,deliveroo.8906.urbanpiper.1083840272,2/20/2026 21:52,Deliveroo,Delivery,UrbanPiper,Chocoberry Cardiff - Deliveroo,Deliveroo,Paid online,No,,16.56,0,0,0,0,0,0,0,0,16.56,0,16.56,-4.14
69,20 - Chocoberry - Cafe Cardiff,ubereats.733F9.urbanpiper.1083838914,2/20/2026 21:47,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,54.4,1.7,0,0,0,0,0,0,0,56.1,0,56.1,0
70,20 - Chocoberry - Cafe Cardiff,77c3e862-f853-42de-85ff-d806f8f3c9e8,2/20/2026 21:47,In store,Collection,POS,Chocoberry Cardiff,POS,Cash,No,,18,0,0,0,0,0,0,0,0,18,0,18,0
71,20 - Chocoberry - Cafe Cardiff,5aff20f9-3447-45f6-b334-3c6b9a4c1df8,2/20/2026 21:46,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,6,0,0,0,0,0,0,0,0,6,0,6,0
72,20 - Chocoberry - Cafe Cardiff,cdf392b1-aafe-41c4-b690-0c6e3563791d,2/20/2026 21:46,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,5.5,0,0,0,0,0,0,0,0,5.5,0,5.5,0
73,20 - Chocoberry - Cafe Cardiff,f843e401-3d43-461d-946e-a7dce6137f93,2/20/2026 21:45,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,16,0,0,0,0,0,0,0,0,16,0,16,0
74,20 - Chocoberry - Cafe Cardiff,76e71eee-dfb7-4502-a50d-ef309bab22ec,2/20/2026 21:45,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,15.75,0,0,0,0,0,0,0,0,15.75,0,15.75,0
75,20 - Chocoberry - Cafe Cardiff,04b22eab-2681-4662-ab45-5025c98b9224,2/20/2026 21:43,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,15.5,0,0,0,0,0,0,0,0,15.5,0,15.5,0
76,20 - Chocoberry - Cafe Cardiff,f713c925-dd0f-4428-9ea5-75d95d8afe3b,2/20/2026 21:43,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,20.92,1.08,0,0,0,0,0,0,0,22,0,22,0
77,20 - Chocoberry - Cafe Cardiff,ac900467-e256-4f4e-8a71-8d6adc4a8a4b,2/20/2026 21:41,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,7.5,0,0,0,0,0,0,0,0,7.5,0,7.5,0
78,20 - Chocoberry - Cafe Cardiff,71347faf-436c-4ba9-9e67-fd6438f61e73,2/20/2026 21:41,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,7.5,0,0,0,0,0,0,0,0,7.5,0,7.5,0
79,20 - Chocoberry - Cafe Cardiff,d3fedda8-8065-4ddd-891f-80e94b0693df,2/20/2026 21:40,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,8,0,0,0,0,0,0,0,0,8,0,8,0
80,20 - Chocoberry - Cafe Cardiff,d891ff3e-0825-4da8-a210-066d31c30f30,2/20/2026 21:39,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,8,0,0,0,0,0,0,0,0,8,0,8,0
81,20 - Chocoberry - Cafe Cardiff,a20a2e2d-f395-4efd-bb82-583b7b374d71,2/20/2026 21:39,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,10,0,0,0,0,0,0,0,0,10,0,10,0
82,20 - Chocoberry - Cafe Cardiff,2f024e9d-96c3-4cd1-aa59-95ed0a458768,2/20/2026 21:38,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,9.5,0,0,0,0,0,0,0,0,9.5,0,9.5,0
83,20 - Chocoberry - Cafe Cardiff,083acd41-9c6d-4781-94d9-983e8be4f686,2/20/2026 21:37,In store,Dine In,POS,Chocoberry Cardiff,POS,Cash,No,,11.5,0,0,0,0,0,0,0,0,11.5,0,11.5,0
84,20 - Chocoberry - Cafe Cardiff,71588de1-d6d8-47fa-a8d2-88c6af5cfcc2,2/20/2026 21:35,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,10.33,0.17,0,0,0,0,0,0,0,10.5,0,10.5,0
85,20 - Chocoberry - Cafe Cardiff,ee24d3ec-b5e7-4fd5-9f39-d1fa50dac204,2/20/2026 21:34,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,11.58,0.42,0,0,0,0,0,0,0,12,0,12,0
86,20 - Chocoberry - Cafe Cardiff,d38d2f59-7926-4f7c-91c7-86694b18f76e,2/20/2026 21:33,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,27,0,0,0,0,0,0,0,0,27,0,27,0
87,20 - Chocoberry - Cafe Cardiff,630b43f8-cd8c-4e70-b80d-d46882054ac5,2/20/2026 21:32,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,6.5,0,0,0,0,0,0,0,0,6.5,0,6.5,0
88,20 - Chocoberry - Cafe Cardiff,aeccc07c-1e91-4a88-958d-0af65233d7c2,2/20/2026 21:30,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,17.74,0.76,0,0,0,0,0,0,0,18.5,0,18.5,0
89,20 - Chocoberry - Cafe Cardiff,67d2482d-f59e-4d9b-b56b-acac44cc0f87,2/20/2026 21:28,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,8,0,0,0,0,0,0,0,0,8,0,8,0
90,20 - Chocoberry - Cafe Cardiff,ubereats.46C50.urbanpiper.1083833525,2/20/2026 21:27,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,22.2,0,0,0,0,0,0,0,0,22.2,0,22.2,0
91,20 - Chocoberry - Cafe Cardiff,e386f5d6-a8f8-4111-806f-11f0b5f4f031,2/20/2026 21:26,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.5,0,0,0,0,0,0,0,0,8.5,0,8.5,0
92,20 - Chocoberry - Cafe Cardiff,ubereats.D66E0.urbanpiper.1083832718,2/20/2026 21:24,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,38.7,1.61,0,0,0,0,0,0,0,40.31,0,40.31,-2.29
93,20 - Chocoberry - Cafe Cardiff,c25e4f2b-66e2-4161-a0ae-c8c0c520dc24,2/20/2026 21:22,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,11.5,0,0,0,0,0,0,0,0,11.5,0,11.5,0
94,20 - Chocoberry - Cafe Cardiff,c1d9a72d-0ec8-4495-b1ae-b543cb4a3de9,2/20/2026 21:17,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8,0,0,0,0,0,0,0,0,8,0,8,0
95,20 - Chocoberry - Cafe Cardiff,c7e1686f-8464-4de8-8c95-d29790c3c494,2/20/2026 21:16,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8.33,1.67,0,0,0,0,0,0,0,10,0,10,0
96,20 - Chocoberry - Cafe Cardiff,4a3bd6f8-dbd7-4e67-a514-c50f39fc511d,2/20/2026 21:15,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,17.5,0,0,0,0,0,0,0,0,17.5,0,17.5,0
97,20 - Chocoberry - Cafe Cardiff,2e747fb6-a1da-4006-b82e-82081910003e,2/20/2026 21:14,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,8,0,0,0,0,0,0,0,0,8,0,8,0
98,20 - Chocoberry - Cafe Cardiff,09913b17-02b3-441d-beaa-6f3568c805f2,2/20/2026 21:12,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,20.53,0.47,0,0,0,0,0,0,0,21,0,21,0
99,20 - Chocoberry - Cafe Cardiff,8bf88883-9e25-4260-a0ce-2aa2e3793500,2/20/2026 21:11,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,7.5,0,0,0,0,0,0,0,0,7.5,0,7.5,0
100,20 - Chocoberry - Cafe Cardiff,ccdef90e-fd78-44ba-9f8a-b362e06eaa9c,2/20/2026 21:10,In store,Take Away,POS,Chocoberry Cardiff,POS,Cash,No,,9,0,0,0,0,0,0,0,0,9,0,9,0
101,20 - Chocoberry - Cafe Cardiff,ce3cc1bf-de43-43d5-a75a-f273b3a86b56,2/20/2026 21:07,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,6,0,0,0,0,0,0,0,0,6,0,6,0
102,20 - Chocoberry - Cafe Cardiff,600e6c72-7730-48f8-ab27-bf1ebcda3576,2/20/2026 21:07,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,8,0,0,0,0,0,0,0,0,8,0,8,0
103,20 - Chocoberry - Cafe Cardiff,ad969edd-2fd0-44e7-8c15-7c662262544f,2/20/2026 21:06,In store,Dine In,POS,Chocoberry Cardiff,POS,Credit,No,,8,0,0,0,0,0,0,0,0,8,0,8,0
104,20 - Chocoberry - Cafe Cardiff,e113c53e-d6e6-4140-aba3-1a5ad550396d,2/20/2026 21:05,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,22.5,0,0,0,0,0,0,0,0,22.5,0,22.5,0
105,20 - Chocoberry - Cafe Cardiff,ubereats.510E4.urbanpiper.1083827040,2/20/2026 21:04,Uber Eats,Delivery,UrbanPiper,Chocoberry Cardiff - Uber Eats,Uber Eats,Paid online,Yes,,34.21,0,0,0,0,0,0,0,0,34.21,0,34.21,-1.79
106,20 - Chocoberry - Cafe Cardiff,b39b490e-5de1-472d-a94e-48ef9e9d469a,2/20/2026 21:04,In store,Take Away,POS,Chocoberry Cardiff,POS,Credit,No,,20,0,0,0,0,0,0,0,0,20,0,20,0
